,label,vector
563,/content/drive/My Drive/faces94/male/cjsake/cjsake.12.jpg,[ 66 151  92 ...  36 100  72]
564,/content/drive/My Drive/faces94/male/cjsake/cjsake.13.jpg,[ 62 153  88 ...  35 101  76]
565,/content/drive/My Drive/faces94/male/cjsake/cjsake.18.jpg,[ 60 152  93 ...  37 102  77]
566,/content/drive/My Drive/faces94/male/cjsake/cjsake.20.jpg,[ 66 154  90 ...  37 102  78]
567,/content/drive/My Drive/faces94/male/cjsake/cjsake.19.jpg,[ 60 152  93 ...  37 104  77]
568,/content/drive/My Drive/faces94/male/cjsake/cjsake.17.jpg,[ 65 155  90 ...  33 101  75]
569,/content/drive/My Drive/faces94/male/cjsake/cjsake.16.jpg,[ 62 152  93 ...  36 101  79]
570,/content/drive/My Drive/faces94/male/cjsake/cjsake.14.jpg,[ 57 152  92 ...  34 100  74]
571,/content/drive/My Drive/faces94/male/cjsake/cjsake.15.jpg,[ 59 153  90 ...  36 101  78]
572,/content/drive/My Drive/faces94/male/cjsake/cjsake.2.jpg,[ 59 151  92 ...  35 101  75]
573,/content/drive/My Drive/faces94/male/cjsake/cjsake.3.jpg,[ 59 154  88 ...  32 100  78]
574,/content/drive/My Drive/faces94/male/cjsake/cjsake.4.jpg,[ 62 152  93 ...  35  99  78]
575,/content/drive/My Drive/faces94/male/cjsake/cjsake.5.jpg,[ 65 150  92 ...  36 100  80]
576,/content/drive/My Drive/faces94/male/cjsake/cjsake.6.jpg,[ 65 151  89 ...  37 102  77]
577,/content/drive/My Drive/faces94/male/cjsake/cjsake.7.jpg,[ 61 150  94 ...  37 102  80]
578,/content/drive/My Drive/faces94/male/cjsake/cjsake.8.jpg,[ 66 150  92 ...  32 103  77]
579,/content/drive/My Drive/faces94/male/cjsake/cjsake.9.jpg,[ 59 152  92 ...  34 102  77]
580,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.12.jpg,[ 70 171 115 ...  39  34  31]
581,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.14.jpg,[ 70 174 113 ...  40  36  35]
582,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.13.jpg,[ 72 172 116 ...  45  36  33]
583,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.10.jpg,[ 71 169 115 ...  36  33  30]
584,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.1.jpg,[ 73 174 112 ...  37  34  31]
585,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.11.jpg,[ 72 170 113 ...  35  34  30]
586,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.15.jpg,[ 70 169 115 ...  40  35  34]
587,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.17.jpg,[ 75 169 114 ...  42  35  32]
588,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.18.jpg,[ 74 171 115 ...  40  35  34]
589,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.16.jpg,[ 74 171 115 ...  38  37  33]
590,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.19.jpg,[ 69 170 119 ...  41  36  34]
591,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.2.jpg,[ 76 170 115 ...  38  34  35]
592,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.6.jpg,[ 71 177 111 ...  40  35  32]
593,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.7.jpg,[ 72 177 111 ...  35  33  31]
594,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.9.jpg,[ 73 173 113 ...  36  31  30]
595,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.4.jpg,[ 74 173 117 ...  40  37  33]
596,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.5.jpg,[ 78 172 117 ...  40  36  35]
597,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.20.jpg,[ 71 174 113 ...  40  37  33]
598,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.3.jpg,[ 68 175 113 ...  39  36  33]
599,/content/drive/My Drive/faces94/male/cmkirk/cmkirk.8.jpg,[ 75 173 117 ...  35  30  27]
600,/content/drive/My Drive/faces94/male/djbirc/djbirc.1.jpg,[ 65 158 103 ... 118  84  64]
601,/content/drive/My Drive/faces94/male/djbirc/djbirc.10.jpg,[ 63 161  99 ... 147  99  71]
602,/content/drive/My Drive/faces94/male/djbirc/djbirc.12.jpg,[ 68 154 102 ... 145 102  71]
603,/content/drive/My Drive/faces94/male/djbirc/djbirc.11.jpg,[ 64 158 101 ... 145  99  70]
604,/content/drive/My Drive/faces94/male/djbirc/djbirc.13.jpg,[ 67 159 100 ... 148 103  71]
605,/content/drive/My Drive/faces94/male/djbirc/djbirc.18.jpg,[ 69 156 104 ... 137 104  68]
606,/content/drive/My Drive/faces94/male/djbirc/djbirc.19.jpg,[ 63 158 101 ... 143  99  68]
607,/content/drive/My Drive/faces94/male/djbirc/djbirc.2.jpg,[ 69 157  99 ... 125  87  64]
608,/content/drive/My Drive/faces94/male/djbirc/djbirc.15.jpg,[ 67 157  98 ... 144  98  70]
609,/content/drive/My Drive/faces94/male/djbirc/djbirc.16.jpg,[ 64 161  99 ... 143 100  66]
610,/content/drive/My Drive/faces94/male/djbirc/djbirc.17.jpg,[ 69 158  99 ... 143  99  68]
611,/content/drive/My Drive/faces94/male/djbirc/djbirc.14.jpg,[ 63 156 101 ... 142 103  71]
612,/content/drive/My Drive/faces94/male/djbirc/djbirc.20.jpg,[ 73 158 100 ... 145 101  68]
613,/content/drive/My Drive/faces94/male/djbirc/djbirc.4.jpg,[ 68 161 100 ... 133  95  67]
614,/content/drive/My Drive/faces94/male/djbirc/djbirc.5.jpg,[ 72 156 103 ... 132  93  67]
615,/content/drive/My Drive/faces94/male/djbirc/djbirc.6.jpg,[ 68 159 100 ... 125  92  63]
616,/content/drive/My Drive/faces94/male/djbirc/djbirc.7.jpg,[ 65 157 106 ... 133  95  65]
617,/content/drive/My Drive/faces94/male/djbirc/djbirc.3.jpg,[ 67 158 103 ... 122  91  62]
618,/content/drive/My Drive/faces94/male/djbirc/djbirc.8.jpg,[ 72 156 103 ... 128  91  67]
619,/content/drive/My Drive/faces94/male/djbirc/djbirc.9.jpg,[ 64 160 100 ... 143 100  71]
620,/content/drive/My Drive/faces94/male/cshubb/cshubb.13.jpg,[ 27  66  41 ... 201 211 231]
621,/content/drive/My Drive/faces94/male/cshubb/cshubb.14.jpg,[ 31  64  43 ... 207 216 234]
622,/content/drive/My Drive/faces94/male/cshubb/cshubb.11.jpg,[ 32  66  42 ... 186 207 213]
623,/content/drive/My Drive/faces94/male/cshubb/cshubb.1.jpg,[ 27  65  43 ... 115 138 135]
624,/content/drive/My Drive/faces94/male/cshubb/cshubb.12.jpg,[ 28  66  44 ... 196 213 227]
625,/content/drive/My Drive/faces94/male/cshubb/cshubb.10.jpg,[ 28  66  44 ... 193 212 219]
626,/content/drive/My Drive/faces94/male/cshubb/cshubb.15.jpg,[ 27  65  43 ... 206 215 235]
627,/content/drive/My Drive/faces94/male/cshubb/cshubb.17.jpg,[ 27  65  43 ... 204 210 230]
628,/content/drive/My Drive/faces94/male/cshubb/cshubb.18.jpg,[ 31  64  43 ... 205 203 231]
629,/content/drive/My Drive/faces94/male/cshubb/cshubb.16.jpg,[ 32  66  42 ... 207 214 236]
630,/content/drive/My Drive/faces94/male/cshubb/cshubb.19.jpg,[ 30  63  42 ... 200 202 233]
631,/content/drive/My Drive/faces94/male/cshubb/cshubb.2.jpg,[ 31  65  41 ...  93 114 113]
632,/content/drive/My Drive/faces94/male/cshubb/cshubb.20.jpg,[ 26  64  42 ... 206 202 232]
633,/content/drive/My Drive/faces94/male/cshubb/cshubb.7.jpg,[ 27  65  43 ... 180 204 208]
634,/content/drive/My Drive/faces94/male/cshubb/cshubb.8.jpg,[ 32  65  44 ... 177 203 202]
635,/content/drive/My Drive/faces94/male/cshubb/cshubb.9.jpg,[ 29  68  43 ... 193 213 218]
636,/content/drive/My Drive/faces94/male/cshubb/cshubb.4.jpg,[ 27  65  43 ... 115 140 135]
637,/content/drive/My Drive/faces94/male/cshubb/cshubb.5.jpg,[ 31  64  43 ... 134 162 153]
638,/content/drive/My Drive/faces94/male/cshubb/cshubb.3.jpg,[ 27  65  43 ...  90 112 106]
639,/content/drive/My Drive/faces94/male/cshubb/cshubb.6.jpg,[ 27  66  41 ... 158 186 188]
640,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.1.jpg,[ 77 179 114 ...  40 132 104]
641,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.11.jpg,[ 80 178 118 ...  39 132 104]
642,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.16.jpg,[ 77 180 122 ...  38 134 104]
643,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.17.jpg,[ 76 180 119 ...  38 131 102]
644,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.10.jpg,[ 78 178 120 ...  42 134 105]
645,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.18.jpg,[ 78 178 120 ...  37 130 103]
646,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.14.jpg,[ 78 179 121 ...  39 132 102]
647,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.15.jpg,[ 79 180 118 ...  38 128 105]
648,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.12.jpg,[ 80 177 121 ...  41 131 101]
649,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.13.jpg,[ 74 181 119 ...  40 130 104]
650,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.19.jpg,[ 79 180 119 ...  36 132 103]
651,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.2.jpg,[ 71 177 118 ...  41 134 103]
652,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.3.jpg,[ 76 180 118 ...  41 134 105]
653,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.4.jpg,[ 81 178 121 ...  41 134 107]
654,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.20.jpg,[ 74 180 121 ...  40 134 104]
655,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.5.jpg,[ 78 178 120 ...  42 134 105]
656,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.6.jpg,[ 76 178 120 ...  43 133 104]
657,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.8.jpg,[ 75 181 120 ...  38 134 107]
658,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.9.jpg,[ 81 176 116 ...  41 132 105]
659,/content/drive/My Drive/faces94/male/dcbowe/dcbowe.7.jpg,[ 79 176 120 ...  42 132 102]
660,/content/drive/My Drive/faces94/male/djmart/djmart.1.jpg,[ 78 172 113 ...  47  48 104]
661,/content/drive/My Drive/faces94/male/djmart/djmart.10.jpg,[ 80 168 112 ...  45  45  97]
662,/content/drive/My Drive/faces94/male/djmart/djmart.11.jpg,[ 73 167 110 ...  55  52 120]
663,/content/drive/My Drive/faces94/male/djmart/djmart.12.jpg,[ 79 167 109 ...  54  55 113]
664,/content/drive/My Drive/faces94/male/djmart/djmart.17.jpg,[ 79 164 110 ...  35  37  82]
665,/content/drive/My Drive/faces94/male/djmart/djmart.18.jpg,[ 76 167 111 ...  44  46  93]
666,/content/drive/My Drive/faces94/male/djmart/djmart.2.jpg,[ 78 172 115 ...  52  51 108]
667,/content/drive/My Drive/faces94/male/djmart/djmart.13.jpg,[ 75 166 111 ...  56  55 116]
668,/content/drive/My Drive/faces94/male/djmart/djmart.15.jpg,[ 75 162 108 ...   9  14  45]
669,/content/drive/My Drive/faces94/male/djmart/djmart.16.jpg,[ 79 169 106 ...  13  17  43]
670,/content/drive/My Drive/faces94/male/djmart/djmart.14.jpg,[ 83 166 111 ...  51  51 107]
671,/content/drive/My Drive/faces94/male/djmart/djmart.20.jpg,[ 76 165 109 ...  50  52  99]
672,/content/drive/My Drive/faces94/male/djmart/djmart.19.jpg,[ 81 166 111 ...  48  49  97]
673,/content/drive/My Drive/faces94/male/djmart/djmart.3.jpg,[ 76 173 109 ...  48  50 103]
674,/content/drive/My Drive/faces94/male/djmart/djmart.4.jpg,[ 82 176 112 ...  49  51 104]
675,/content/drive/My Drive/faces94/male/djmart/djmart.5.jpg,[ 78 171 116 ...  50  50 103]
676,/content/drive/My Drive/faces94/male/djmart/djmart.6.jpg,[ 83 172 113 ...  47  48 101]
677,/content/drive/My Drive/faces94/male/djmart/djmart.7.jpg,[ 78 173 112 ...  46  48 101]
678,/content/drive/My Drive/faces94/male/djmart/djmart.8.jpg,[ 77 172 115 ...  47  48 103]
679,/content/drive/My Drive/faces94/male/djmart/djmart.9.jpg,[ 82 172 110 ...  49  51 102]
680,/content/drive/My Drive/faces94/male/dakram/.dir3_0.wmd,[ 76 148  99 ... 132 112 110]
681,/content/drive/My Drive/faces94/male/dakram/dakram.10.jpg,[ 71 147  98 ...  63  52  49]
682,/content/drive/My Drive/faces94/male/dakram/dakram.12.jpg,[ 72 148 100 ...  55  40  39]
683,/content/drive/My Drive/faces94/male/dakram/dakram.13.jpg,[ 69 145  97 ...  93  75  75]
684,/content/drive/My Drive/faces94/male/dakram/dakram.11.jpg,[ 68 147  98 ...  33  27  25]
685,/content/drive/My Drive/faces94/male/dakram/dakram.14.jpg,[ 69 148  99 ... 133 114 112]
686,/content/drive/My Drive/faces94/male/dakram/dakram.2.jpg,[ 68 150  97 ...  25  20  18]
687,/content/drive/My Drive/faces94/male/dakram/dakram.15.jpg,[ 68 147  98 ...  14  14   8]
688,/content/drive/My Drive/faces94/male/dakram/dakram.20.jpg,[ 69 148  99 ... 113  94  92]
689,/content/drive/My Drive/faces94/male/dakram/dakram.3.jpg,[ 65 147  98 ... 139 118 111]
690,/content/drive/My Drive/faces94/male/dakram/dakram.5.jpg,[ 71 147 102 ... 123 101 100]
691,/content/drive/My Drive/faces94/male/dakram/dakram.4.jpg,[ 72 148 100 ... 126 107 105]
692,/content/drive/My Drive/faces94/male/dakram/dakram.6.jpg,[ 67 147 100 ...  18  16  12]
693,/content/drive/My Drive/faces94/male/dakram/dakram.18.jpg,[ 68 153 103 ...  19  17  13]
694,/content/drive/My Drive/faces94/male/dakram/dakram.16.jpg,[ 67 152 102 ...  13  13   9]
695,/content/drive/My Drive/faces94/male/dakram/dakram.19.jpg,[ 68 151  98 ...  21  19  15]
696,/content/drive/My Drive/faces94/male/dakram/dakram.17.jpg,[ 69 147 100 ... 102  84  78]
697,/content/drive/My Drive/faces94/male/dakram/dakram.7.jpg,[ 69 147  94 ... 110  90  85]
698,/content/drive/My Drive/faces94/male/dakram/dakram.8.jpg,[ 71 145  97 ... 108  80  80]
699,/content/drive/My Drive/faces94/male/dakram/dakram.9.jpg,[ 47  94  56 ... 251 235 227]
700,/content/drive/My Drive/faces94/male/dagran/dagran.1.jpg,[ 46  98  59 ... 245 233 226]
701,/content/drive/My Drive/faces94/male/dagran/dagran.10.jpg,[ 48  97  59 ... 251 240 228]
702,/content/drive/My Drive/faces94/male/dagran/dagran.15.jpg,[ 45  97  58 ... 251 237 231]
703,/content/drive/My Drive/faces94/male/dagran/dagran.16.jpg,[ 50  96  58 ... 251 241 232]
704,/content/drive/My Drive/faces94/male/dagran/dagran.17.jpg,[ 47  96  58 ... 252 238 228]
705,/content/drive/My Drive/faces94/male/dagran/dagran.14.jpg,[ 53  95  58 ... 252 236 231]
706,/content/drive/My Drive/faces94/male/dagran/dagran.13.jpg,[ 52  99  60 ... 245 233 230]
707,/content/drive/My Drive/faces94/male/dagran/dagran.11.jpg,[ 47  96  58 ... 250 236 227]
708,/content/drive/My Drive/faces94/male/dagran/dagran.12.jpg,[ 50  97  58 ... 254 240 230]
709,/content/drive/My Drive/faces94/male/dagran/dagran.18.jpg,[ 48  95  57 ... 252 237 226]
710,/content/drive/My Drive/faces94/male/dagran/dagran.2.jpg,[ 48  95  57 ... 255 238 227]
711,/content/drive/My Drive/faces94/male/dagran/dagran.3.jpg,[ 50  97  59 ... 253 241 232]
712,/content/drive/My Drive/faces94/male/dagran/dagran.20.jpg,[ 50  97  58 ... 253 239 232]
713,/content/drive/My Drive/faces94/male/dagran/dagran.19.jpg,[ 47  94  56 ... 252 237 227]
714,/content/drive/My Drive/faces94/male/dagran/dagran.4.jpg,[ 48  97  59 ... 250 234 227]
715,/content/drive/My Drive/faces94/male/dagran/dagran.9.jpg,[ 48  95  56 ... 253 235 225]
716,/content/drive/My Drive/faces94/male/dagran/dagran.5.jpg,[ 46  93  55 ... 253 236 223]
717,/content/drive/My Drive/faces94/male/dagran/dagran.6.jpg,[ 47  94  55 ... 253 233 225]
718,/content/drive/My Drive/faces94/male/dagran/dagran.8.jpg,[ 51  94  57 ... 251 234 225]
719,/content/drive/My Drive/faces94/male/dagran/dagran.7.jpg,[ 72 177 120 ...  41 130  96]
720,/content/drive/My Drive/faces94/male/dmwest/dmwest.10.jpg,[ 71 179 120 ...  38 132  98]
721,/content/drive/My Drive/faces94/male/dmwest/dmwest.11.jpg,[ 78 177 120 ...  40 131  99]
722,/content/drive/My Drive/faces94/male/dmwest/dmwest.13.jpg,[ 73 177 122 ...  39 134 100]
723,/content/drive/My Drive/faces94/male/dmwest/dmwest.1.jpg,[ 70 180 122 ...  39 133  98]
724,/content/drive/My Drive/faces94/male/dmwest/dmwest.14.jpg,[ 74 181 119 ...  38 131 100]
725,/content/drive/My Drive/faces94/male/dmwest/dmwest.12.jpg,[ 75 180 122 ...  39 132 104]
726,/content/drive/My Drive/faces94/male/dmwest/dmwest.15.jpg,[ 72 181 119 ...  42 133  98]
727,/content/drive/My Drive/faces94/male/dmwest/dmwest.16.jpg,[ 75 179 124 ...  44 133 102]
728,/content/drive/My Drive/faces94/male/dmwest/dmwest.17.jpg,[ 74 181 124 ...  46 137 103]
729,/content/drive/My Drive/faces94/male/dmwest/dmwest.18.jpg,[ 75 181 122 ...  41 137 102]
730,/content/drive/My Drive/faces94/male/dmwest/dmwest.2.jpg,[ 70 179 123 ...  40 135 101]
731,/content/drive/My Drive/faces94/male/dmwest/dmwest.6.jpg,[ 77 181 126 ...  43 136 101]
732,/content/drive/My Drive/faces94/male/dmwest/dmwest.7.jpg,[ 73 178 121 ...  42 135  99]
733,/content/drive/My Drive/faces94/male/dmwest/dmwest.4.jpg,[ 75 181 122 ...  43 137 103]
734,/content/drive/My Drive/faces94/male/dmwest/dmwest.5.jpg,[ 71 179 126 ...  43 137 102]
735,/content/drive/My Drive/faces94/male/dmwest/dmwest.3.jpg,[ 76 183 126 ...  45 139 103]
736,/content/drive/My Drive/faces94/male/dmwest/dmwest.20.jpg,[ 78 181 124 ...  45 139 105]
737,/content/drive/My Drive/faces94/male/dmwest/dmwest.19.jpg,[ 75 179 123 ...  39 135  99]
738,/content/drive/My Drive/faces94/male/dmwest/dmwest.8.jpg,[ 73 178 121 ...  43 132  98]
739,/content/drive/My Drive/faces94/male/dmwest/dmwest.9.jpg,[ 96 197 126 ... 103  68  82]
740,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.10.jpg,[ 89 195 124 ...  98  63  79]
741,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.11.jpg,[ 88 196 122 ...  96  73  85]
742,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.1.jpg,[ 85 194 122 ...  97  62  80]
743,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.12.jpg,[ 91 191 125 ...  85  61  77]
744,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.13.jpg,[ 86 194 123 ... 103  55  73]
745,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.19.jpg,[ 92 195 124 ...  83  63  76]
746,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.14.jpg,[ 91 194 126 ...  87  76  85]
747,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.2.jpg,[ 89 193 122 ... 100  54  71]
748,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.20.jpg,[ 93 195 124 ... 109  69  85]
749,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.4.jpg,[ 86 197 122 ... 103  74  88]
750,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.5.jpg,[ 86 193 124 ...  92  57  69]
751,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.16.jpg,[ 95 196 122 ...  89  59  73]
752,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.15.jpg,[ 92 193 125 ...  95  51  73]
753,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.17.jpg,[ 84 193 125 ...  96  54  73]
754,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.18.jpg,[ 88 192 125 ... 103  72  90]
755,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.3.jpg,[ 87 195 121 ... 108  67  84]
756,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.6.jpg,[ 85 193 121 ... 101  66  83]
757,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.7.jpg,[ 88 194 125 ... 103  66  82]
758,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.8.jpg,[ 87 195 121 ... 102  65  81]
759,/content/drive/My Drive/faces94/male/cwchoi/cwchoi.9.jpg,[ 77 176 111 ...  89  89  88]
760,/content/drive/My Drive/faces94/male/djhugh/djhugh.11.jpg,[ 77 178 113 ...  84  88  88]
761,/content/drive/My Drive/faces94/male/djhugh/djhugh.12.jpg,[ 79 175 111 ...  81  94  86]
762,/content/drive/My Drive/faces94/male/djhugh/djhugh.1.jpg,[ 79 179 114 ...  93  85  87]
763,/content/drive/My Drive/faces94/male/djhugh/djhugh.10.jpg,[ 81 177 113 ...  64  94  89]
764,/content/drive/My Drive/faces94/male/djhugh/djhugh.13.jpg,[ 78 178 112 ...  67 101  93]
765,/content/drive/My Drive/faces94/male/djhugh/djhugh.14.jpg,[ 83 177 113 ...  86  95  88]
766,/content/drive/My Drive/faces94/male/djhugh/djhugh.15.jpg,[ 76 174 114 ...  83  95  90]
767,/content/drive/My Drive/faces94/male/djhugh/djhugh.17.jpg,[ 84 175 110 ...  78  94  86]
768,/content/drive/My Drive/faces94/male/djhugh/djhugh.18.jpg,[ 80 179 111 ...  73  95  89]
769,/content/drive/My Drive/faces94/male/djhugh/djhugh.16.jpg,[ 79 178 112 ...  78  96  88]
770,/content/drive/My Drive/faces94/male/djhugh/djhugh.19.jpg,[ 79 176 110 ...  69 101  91]
771,/content/drive/My Drive/faces94/male/djhugh/djhugh.5.jpg,[ 79 175 110 ...  79  91  86]
772,/content/drive/My Drive/faces94/male/djhugh/djhugh.6.jpg,[ 78 172 115 ...  77  92  92]
773,/content/drive/My Drive/faces94/male/djhugh/djhugh.4.jpg,[ 78 175 111 ...  78  91  88]
774,/content/drive/My Drive/faces94/male/djhugh/djhugh.20.jpg,[ 76 173 107 ...  72  93  81]
775,/content/drive/My Drive/faces94/male/djhugh/djhugh.3.jpg,[ 83 171 113 ...  67  93  88]
776,/content/drive/My Drive/faces94/male/djhugh/djhugh.2.jpg,[ 78 176 110 ...  77  80  78]
777,/content/drive/My Drive/faces94/male/djhugh/djhugh.7.jpg,[ 78 176 112 ...  81  80  79]
778,/content/drive/My Drive/faces94/male/djhugh/djhugh.8.jpg,[ 80 178 112 ...  90  89  89]
779,/content/drive/My Drive/faces94/male/djhugh/djhugh.9.jpg,[ 53 189 125 ...  17  28  32]
780,/content/drive/My Drive/faces94/male/dioann/dioann.10.jpg,[ 46 185 122 ...  15  29  31]
781,/content/drive/My Drive/faces94/male/dioann/dioann.11.jpg,[ 48 186 122 ...   8  62  47]
782,/content/drive/My Drive/faces94/male/dioann/dioann.1.jpg,[ 48 183 121 ...  18  28  32]
783,/content/drive/My Drive/faces94/male/dioann/dioann.12.jpg,[ 47 182 120 ...  17  28  33]
784,/content/drive/My Drive/faces94/male/dioann/dioann.14.jpg,[ 46 184 120 ...  15  28  33]
785,/content/drive/My Drive/faces94/male/dioann/dioann.13.jpg,[ 45 183 119 ...  16  27  31]
786,/content/drive/My Drive/faces94/male/dioann/dioann.15.jpg,[ 46 183 121 ...  15  27  33]
787,/content/drive/My Drive/faces94/male/dioann/dioann.16.jpg,[ 46 186 123 ...  16  28  30]
788,/content/drive/My Drive/faces94/male/dioann/dioann.17.jpg,[ 47 184 122 ...  15  27  33]
789,/content/drive/My Drive/faces94/male/dioann/dioann.18.jpg,[ 42 184 121 ...  10  41  35]
790,/content/drive/My Drive/faces94/male/dioann/dioann.4.jpg,[ 49 186 124 ...  16  37  38]
791,/content/drive/My Drive/faces94/male/dioann/dioann.6.jpg,[ 51 184 121 ...  20  31  37]
792,/content/drive/My Drive/faces94/male/dioann/dioann.7.jpg,[ 46 185 117 ...  19  41  41]
793,/content/drive/My Drive/faces94/male/dioann/dioann.5.jpg,[ 47 185 121 ...  19  38  40]
794,/content/drive/My Drive/faces94/male/dioann/dioann.20.jpg,[ 42 183 120 ...   3  50  40]
795,/content/drive/My Drive/faces94/male/dioann/dioann.3.jpg,[ 47 184 122 ...   7  60  42]
796,/content/drive/My Drive/faces94/male/dioann/dioann.2.jpg,[ 47 186 119 ...  15  29  35]
797,/content/drive/My Drive/faces94/male/dioann/dioann.19.jpg,[ 50 187 119 ...  11  28  32]
798,/content/drive/My Drive/faces94/male/dioann/dioann.8.jpg,[ 49 187 123 ...  18  29  33]
799,/content/drive/My Drive/faces94/male/dioann/dioann.9.jpg,[ 82 182 117 ...  57 154 116]
800,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.13.jpg,[ 82 184 117 ...  56 155 118]
801,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.14.jpg,[ 75 184 116 ...  57 156 117]
802,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.16.jpg,[ 88 185 118 ...  58 154 114]
803,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.17.jpg,[ 83 184 120 ...  57 155 117]
804,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.10.jpg,[ 82 187 121 ...  51 151 115]
805,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.1.jpg,[ 79 183 122 ...  56 155 120]
806,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.12.jpg,[ 82 184 119 ...  58 155 115]
807,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.11.jpg,[ 85 183 117 ...  60 155 118]
808,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.15.jpg,[ 84 184 118 ...  58 154 118]
809,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.18.jpg,[ 83 187 120 ...  55 155 116]
810,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.2.jpg,[ 83 185 118 ...  56 157 117]
811,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.19.jpg,[ 84 184 122 ...  55 155 114]
812,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.20.jpg,[ 80 187 124 ...  54 155 117]
813,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.4.jpg,[ 82 190 118 ...  56 157 118]
814,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.9.jpg,[ 81 188 119 ...  56 156 114]
815,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.3.jpg,[ 87 186 118 ...  54 155 117]
816,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.6.jpg,[ 84 187 120 ...  51 154 117]
817,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.8.jpg,[ 84 186 122 ...  56 155 120]
818,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.7.jpg,[ 88 190 119 ...  56 156 116]
819,/content/drive/My Drive/faces94/male/gpsmit/gpsmit.5.jpg,[ 71 161 107 ...  29  67  53]
820,/content/drive/My Drive/faces94/male/gmwate/gmwate.12.jpg,[ 70 160 107 ...  31  66  57]
821,/content/drive/My Drive/faces94/male/gmwate/gmwate.14.jpg,[ 68 162 103 ...  27  68  55]
